primerid,logFC,pvalue,padj,regulation
NTMT1,0.0468780696604816,0.490369211028317,0.784077597856135,stable
C17orf49,0.0468540148176163,0.0320501945570114,0.189724735237244,stable
YIPF5,0.0468534193319892,0.620809307926738,0.858881252534303,stable
C22orf46P,0.046846362014673,0.0645283882528939,0.28614025863087,stable
PIGN,0.046802958508223,0.384609864876481,0.703602362803068,stable
HMGN3,0.0467285518305367,0.53988945641465,0.816210589870631,stable
CEBPA,0.0466707780716838,0.47304677046624,0.77192947833124,stable
DERL2,0.0466542165270475,0.597993792681348,0.845662834669758,stable
RCC1,0.0466294880876072,0.289197433220651,0.616588542948686,stable
CLPP,0.0466217272359702,0.788264215489367,0.932826370505252,stable
VPS4B,0.0465982620679146,0.690829960569508,0.891544070734973,stable
GID8,0.0465803339321644,0.636010700254305,0.865002743351488,stable
COPRS,0.0465585226416211,0.730552314122439,0.911524885476962,stable
PRMT1,0.0465131710575243,0.311224542603684,0.639181587497889,stable
ASRGL1,0.0464938698090641,0.35578088697008,0.678375536160078,stable
LINC00152,0.0464012123521959,0.634392453258581,0.864336291804298,stable
SLU7,0.046294147962687,0.281123682030876,0.608709931374821,stable
CCDC120,0.0462608639237818,0.427222101390508,0.737077367577897,stable
DAAM2,0.0461688262987751,0.620016620434301,0.858750221001602,stable
RAB3D,0.0461333120326381,0.607751076571468,0.851966646790095,stable
CRNDE,0.0460871242223615,0.840912185540611,0.952151274924991,stable
CADPS2,0.0460843709563618,0.252188177338069,0.577293685352163,stable
ZW10,0.0460594585069089,0.319702800070344,0.646885179473822,stable
GFOD2,0.0459936792884744,0.0339272893278629,0.197207410719827,stable
SGTB,0.0459872102963779,0.398488701848229,0.71374560074058,stable
NMRAL1,0.0459597616481323,0.196673247071491,0.513624355912256,stable
SLX9,0.0459248476304518,0.643900040104644,0.868288371785899,stable
MEST,0.0459063474565916,0.32054852860947,0.647441929155078,stable
NAPRT1,0.0459000226438435,0.698138382668674,0.89566832031888,stable
SUDS3,0.0457541095037181,0.575369712657399,0.834419191781237,stable
TMEM134,0.0457335669694745,0.578266469061722,0.836041314939147,stable
U2AF1L5,0.0456529655435539,0.339291042607501,0.664236659967024,stable
MESDC2,0.0456108588254178,0.788980026558721,0.932826370505252,stable
ALKBH3,0.0455968394603035,0.245767107374037,0.571151543828941,stable
MACIR,0.045578391924823,0.289387773895173,0.616588542948686,stable
STK19,0.0455319859080679,0.682135067015266,0.887169287807881,stable
ZNF468,0.0455048528937621,0.000753594566062212,0.0135869321173222,stable
IMMP1L,0.0454913611979881,0.563681002470738,0.828421745753881,stable
TOMM40,0.0453845157397403,0.571097241084513,0.83256278232026,stable
TM7SF2,0.0451711697921209,0.685707338322177,0.888988383635464,stable
PODXL2,0.0451674423028313,0.00789452558488305,0.0771404322538852,stable
MSRB1,0.0451657560455052,0.398306393342028,0.713613892416174,stable
FCER1G,0.045111218366872,0.367813191024712,0.688642611113609,stable
UBE2V2,0.045043151780954,0.771675723299808,0.926934579311974,stable
PPP6C,0.0449898834970622,0.203963734751224,0.521681545908707,stable
LITATS1,0.0449849497349716,0.262153302707982,0.587346402548089,stable
FBXO7,0.0449103471386371,0.808423347322133,0.942219211134868,stable
LYRM5,0.0448949252232047,0.705682936906407,0.89941280583296,stable
PTPRS,0.0448926241823089,0.196034044830044,0.512796218119211,stable
SLC15A4,0.0448870850771063,0.391807239195776,0.708184487938661,stable
PIK3R1,0.0448345771489788,0.665911662238056,0.879725943931481,stable
KRT4,0.0447714094148744,0.679049483821661,0.886255565530717,stable
DTYMK,0.0445471676133966,0.00693127426182527,0.0707701648676833,stable
BOD1,0.0445321065125689,0.682598992144637,0.887655292050942,stable
UBE2M,0.0443822370214674,0.787892717620308,0.932826370505252,stable
TGM1,0.0443541682963809,0.559479623016477,0.827174517628618,stable
RCHY1,0.0443475691271848,0.574122047102155,0.833994997477926,stable
ID1,0.0443380296997513,0.896914210385249,0.971980870089963,stable
GPSM3,0.0443084730914389,0.0300692270868544,0.183050912305632,stable
ATP6V0D1,0.0443065937927686,0.766569883231855,0.924531100254353,stable
BIN1,0.0442826943501015,0.500123268199818,0.790390194403208,stable
BMS1,0.0442434774909944,0.44417797177982,0.749402530914422,stable
RHOG,0.044018680724787,0.580721265724581,0.838043523190802,stable
C10orf35,0.0439996314523236,0.308645320360431,0.636880553019229,stable
METTL21A,0.0439769881621239,0.367925792963267,0.688642611113609,stable
TMEM218,0.0439642829507799,0.520555502001418,0.803544697116471,stable
NACC1,0.043927448319426,0.487942005147396,0.783270265386969,stable
SHH,0.0439264131377246,0.368123702684958,0.688788312282483,stable
CCDC90B,0.043787466409593,0.601145931939563,0.847704087102418,stable
RAB17-DT,0.0437845473548315,0.0147119344392719,0.116434529791346,stable
PLEKHM2,0.0437792062914564,0.456368058786881,0.760404417496203,stable
CDKN2D,0.0437344025884126,0.266697844642997,0.592424941471197,stable
SH3BGRL2,0.0437327301656708,0.247078507653505,0.572185414451699,stable
CLDN23,0.0437304473892772,0.458802380754713,0.761976057798516,stable
GYPC,0.0436994200075613,0.0328636752448764,0.19313729143912,stable
RAPGEF1,0.0436782095702657,0.618049593479604,0.857882718685353,stable
BNIPL,0.0436124291262184,0.127664583516834,0.414714820332123,stable
RTCB,0.0435233148423472,0.661074225627684,0.877909992422652,stable
MANSC1,0.0435064061822711,0.59646234325501,0.844372401152199,stable
MGAT4B,0.0434538463193381,0.867436371996449,0.962379531461066,stable
SMCO4,0.0434435790872452,0.482921310532649,0.779613061271936,stable
CNN3,0.0433462312825996,0.0885042506314742,0.341609081060669,stable
PLSCR1,0.0433319356355245,0.672652958355369,0.883222352419825,stable
YWHAQ,0.0433318122121823,0.444378672950606,0.749402530914422,stable
GNAI1,0.0432716899155637,0.515168116240356,0.79903484351439,stable
SLC4A2,0.0431542703701042,0.795874842844992,0.935992166526878,stable
UTP11L,0.043143605146921,0.257959430127906,0.583250417177214,stable
FAM203A,0.0431187686692944,0.445450184554642,0.749933430544948,stable
ZNF599,0.0431104217952275,0.380290397559814,0.699412842551832,stable
C18orf8,0.0429614772097259,0.624830649762855,0.860468256673259,stable
POLDIP2,0.0429462000029182,0.687860609537018,0.889859384117954,stable
PGAP2,0.0429448296274815,0.0852945490557381,0.336010495538944,stable
CMAS,0.0427809575983322,0.334728995098573,0.659909587331332,stable
CALR,0.042773456022509,0.557612127433232,0.825968301992472,stable
MDFIC,0.0427623898786611,0.148034929348776,0.446434558007621,stable
PTPN11,0.0427446958333309,0.807661481717183,0.942066216842638,stable
CLN3,0.0427273294714538,0.628021246189014,0.861318491351342,stable
RAB35,0.0426948378741689,0.565052024252077,0.829284030486619,stable
SLCO2A1,0.0426091936369162,0.0901340836593735,0.34452752928461,stable
NUDT7,0.04259320711218,0.149146299057744,0.447549462280625,stable
SCPEP1,0.0425636777335883,0.819568441181715,0.945658903232566,stable
KANSL1-AS1,0.0425509271690327,0.394992842794783,0.711103462492404,stable
LRRC61,0.042527502693382,0.413054527992351,0.726070289049554,stable
PARP1,0.0424715345639615,0.145272903708788,0.441525602918006,stable
FEM1A,0.0424538632271865,0.52016422546644,0.803320879537701,stable
BCL2L2,0.0424296904361619,0.120927167449588,0.404805631475767,stable
CYB561D1,0.0424222551875017,0.44070148941471,0.746023472390258,stable
ZNF365,0.0422883812701156,0.296074675319522,0.623821008045813,stable
EIF4E2,0.0422300328989392,0.728932192414545,0.910439064072279,stable
ARHGAP8,0.0422295949488293,0.551114350578188,0.822566766967982,stable
HS3ST5,0.0421835705406968,0.0671116162468251,0.293094818507035,stable
KRT86,0.0421217093771234,0.0346435029047937,0.199708225977898,stable
TATDN1,0.0419632393530016,0.722337788561804,0.90800259315838,stable
GSKIP,0.0419033970722181,0.435535397904342,0.742432673822714,stable
DPP3-DT,0.0418892575544859,0.108388677667585,0.381938078930111,stable
BTRC,0.0418515161542747,0.257406182191218,0.582961979586408,stable
NIPSNAP1,0.0418492109395188,0.356964817499491,0.679361346584739,stable
AHNAK2,0.0418388729443869,0.50362063592443,0.791963192685581,stable
A2M,0.0417918549714538,0.0905401769234527,0.34543168623979,stable
EIF4E3,0.0417734540163587,0.473867353603233,0.772649663925026,stable
INPPL1,0.0417053609603744,0.818747319616365,0.945658903232566,stable
PSMD2,0.0416205458628915,0.795699427423557,0.935992166526878,stable
DDX42,0.0416162699466758,0.175603911947752,0.486359062861525,stable
PPCDC,0.0415935629728295,0.461898225308322,0.763841698843526,stable
DNAJC21,0.0415742458008507,0.747328537806788,0.917062456884838,stable
TMEM19,0.0415543327982165,0.332013213564436,0.657784363470286,stable
ZDHHC2,0.041524345714015,0.673735129540061,0.884050558639599,stable
RAB2A,0.0415207302134937,0.892137173344807,0.971559378752686,stable
POMC,0.0415121471553759,0.337626442737169,0.663264912717732,stable
FAM129B,0.0415111750804159,0.212839631841279,0.531933465653481,stable
XRN2,0.0414696653703257,0.825621320662252,0.947566224835062,stable
GUF1,0.0414646450425421,0.479502154181718,0.77618872134434,stable
TRIM47,0.0413995607785261,0.710603296509311,0.902109741045781,stable
FAM219B,0.0413944671914975,0.804491919819478,0.940022646483982,stable
PSTK,0.0413372619763507,0.326088715573533,0.653032185316327,stable
M6PR,0.0412778777170226,0.807497787208172,0.941965163740118,stable
NDUFAF1,0.0412171446273558,0.457440263100226,0.760885804345783,stable
FDX1L,0.0412087263078423,0.529716945372456,0.810116344330402,stable
PAOX,0.0411832432592389,0.0888999671733625,0.341841207526638,stable
FAHD2B,0.0411233431422494,0.592752633534942,0.841934156250598,stable
PPP1R3D,0.0411131556293737,0.31640422967793,0.644620883930503,stable
ATAD3C,0.0410986147332448,0.177501170814961,0.489459578624428,stable
RFFL,0.0410414201494126,0.625120101093594,0.860468256673259,stable
MOAP1,0.0410198933395141,0.776873293722536,0.928451706135459,stable
IVD,0.0409950539572577,0.790213764686789,0.933276514578782,stable
SCAF8,0.0409531537530006,0.636014778897511,0.865002743351488,stable
PIK3IP1,0.0409385789555322,0.228093569260698,0.550133931873238,stable
SNRPA,0.040880914293851,0.316607904355595,0.644723297235731,stable
LMAN1,0.0408582505217465,0.129501830223848,0.417796350661471,stable
ZMYND19,0.0408494548253283,0.4959615120521,0.787498777053436,stable
IRX2-DT,0.0407932663412297,0.264976533553455,0.590190252073498,stable
CRCP,0.0407815155977761,0.23764993291597,0.560373150996862,stable
AP1G2-AS1,0.0407558245532644,0.141566980737921,0.435459177790728,stable
SASS6,0.0407551891735003,0.326699246233038,0.653672129653256,stable
C4orf36,0.0407110299431444,0.118487389182892,0.400501234022049,stable
CYP1B1,0.0407088657960545,0.186371877450267,0.499936324325667,stable
MAGIX,0.0406475629352939,0.448407509014761,0.75231037471815,stable
RALB,0.0406021848430742,0.572288976273885,0.833547160160415,stable
HMSD,0.0405750449829236,0.435040089781987,0.742130002020139,stable
TMEM191B,0.0405628814570529,0.358836016939424,0.681432135252592,stable
C6orf48,0.0405401019021557,0.572805140433738,0.833547160160415,stable
SF3B3,0.0404894490392393,0.699416734516792,0.89603268202865,stable
FZD4,0.0404537336237694,0.106543969322177,0.37893322112141,stable
MYBBP1A,0.0404494103496876,0.508280998791808,0.795038634578511,stable
EGLN1,0.0403564000041923,0.585156446460597,0.838889185598342,stable
CNBD2,0.0403300553145772,0.368400054580776,0.688800861736949,stable
PCBP2,0.0403248378130032,0.853443341071191,0.956731194658628,stable
COPZ2,0.0402702004670527,0.447026333539008,0.751140679773557,stable
PSMC6,0.0402199314108834,0.841785642438572,0.95233574207951,stable
MAPK1,0.0402005183260831,0.56380460100874,0.828458641991927,stable
C5orf55,0.0401594972290553,0.370864706209063,0.691180083655982,stable
CTDSP2,0.0401358984069323,0.849921356545254,0.955668180397427,stable
FXYD4,0.0401117007791216,0.221952611685767,0.542521240801203,stable
FBP1,0.0400510565125431,0.667104080720074,0.880444858855775,stable
DCN,0.0400027366930453,0.0223912329868141,0.153683566552956,stable
PIERCE1,0.0399654210441916,0.319143584295186,0.64664531318156,stable
GGCX,0.0399364259722121,0.676432778220937,0.884899283282465,stable
LTN1,0.0399017141456259,0.761248891636076,0.923348526628239,stable
MAPRE1,0.0398982911318561,0.649821658689914,0.871275634071022,stable
PRPS1,0.0398624591262594,0.408423757442761,0.722546413433439,stable
HEATR5B,0.0398617666170072,0.617291438006062,0.857376495646643,stable
PCDHGB5,0.0397932956968699,0.0891896539382952,0.342739493788658,stable
SLC25A23,0.0397666424624183,0.365762063257915,0.687574977865275,stable
DNAJC30,0.0397355217883087,0.531092726387858,0.810852789480626,stable
ICA1,0.0397287939824214,0.173711297122164,0.484142019156712,stable
ATG7,0.0397274889879279,0.122166702377841,0.405585488828553,stable
TANK,0.0397239063584869,0.515361364105311,0.79903484351439,stable
MTOR,0.0396511615577319,0.124816574698037,0.41026023369422,stable
FXN,0.0396493966578733,0.475348452480895,0.773208181387419,stable
YES1,0.0395961244549603,0.74387933082711,0.91612183864828,stable
UBE2Q2,0.0395898986570675,0.471035558034355,0.770705215019671,stable
KLHDC10,0.0395199601341091,0.753889788500507,0.919990892945013,stable
ISG20L2,0.0394930773835926,0.443072641698747,0.747876273422464,stable
DLGAP1-AS1,0.0394713637620138,0.609339824002535,0.852705240918428,stable
CCDC167,0.0393727719959957,0.232812011408217,0.555621637534957,stable
FAM86C1P,0.03936006187627,0.00470971362129792,0.0539564567073531,stable
RSL1D1,0.039337932831408,0.505082425824653,0.792545881435423,stable
TMEM237,0.0393093395222369,0.46970163537007,0.770068775585264,stable
THOC3,0.0392980255456698,0.15121727533551,0.451399260977114,stable
NICOL1,0.0392494546593716,0.300481082258107,0.627769740133841,stable
SPARCL1,0.039245298306215,0.279315828462937,0.607011261584878,stable
CHMP2B,0.039186392494325,0.514270684479018,0.798474052641044,stable
NUCB2,0.0391763456230645,0.295763184353476,0.62377659860885,stable
WDR89,0.0391681087246067,0.277922464441339,0.605767155507325,stable
ADH1B,0.0391312066084224,0.0566126705939136,0.263933365881007,stable
EEFSEC,0.0390939590372755,0.532658242350312,0.811265182468255,stable
NOSIP,0.0390799223420428,0.823539599016408,0.946891067305259,stable
HINT3,0.0390083409154877,0.64658377072535,0.869857329052344,stable
AAGAB,0.038966206880078,0.72773523887033,0.909850280842106,stable
TAOK2,0.0389546090821735,0.803488964994476,0.939440373801288,stable
YDJC,0.0389468989123747,0.541021068096154,0.816575075491713,stable
PWP1,0.0389106527597187,0.674498003423912,0.884172230757275,stable
KLHL21,0.0388970008608178,0.63294220573074,0.863514009246938,stable
MSRB2,0.0387929396062042,0.796227813268611,0.935992166526878,stable
SYDE1,0.0387526670758369,0.315188611222084,0.64372626152954,stable
SUN2,0.0387175032734241,0.376159126687638,0.695427883337824,stable
GRAMD3,0.0386713912730436,0.462040182856654,0.76396309958606,stable
TMEM42,0.0386608437342026,0.693968926470247,0.893094124083519,stable
RNF10,0.0386181044093049,0.37032881667997,0.690765014392771,stable
UBE4B,0.0386125106139265,0.616677736825387,0.857205896628785,stable
URB1,0.0386000777096244,0.501620753729688,0.791303664162047,stable
H1-2,0.0385570468198327,0.829428691257502,0.948797103456068,stable
PREB,0.0385526421650094,0.637015709989594,0.865067610138194,stable
LIFR-AS1,0.0385119879606023,0.0673849078436677,0.29386839581912,stable
ZNF22,0.0384321682629727,0.665504043569811,0.879588891536723,stable
RNASEH1,0.0383319088468307,0.630145169340619,0.862608333480736,stable
ZMYM6NB,0.0383047147656478,0.688779015497431,0.890281081425571,stable
PDCD2,0.0382327913167887,0.79199652191799,0.933731256176739,stable
NOA1,0.0381472566572932,0.175092590493952,0.485826024780436,stable
NCOA3,0.0381274629096757,0.252416852719818,0.577600825093046,stable
APOPT1,0.0381246852055485,0.791414942566273,0.933564665593518,stable
C19orf24,0.0381164008865154,0.533995507770073,0.811686333287264,stable
TRAPPC2P1,0.0380366173764765,0.495686497184342,0.787429726001482,stable
TRIP10,0.0380310773402736,0.83103919478146,0.94975907975024,stable
ISOC1,0.0379564580786703,0.500730597548765,0.79047656911234,stable
SLC12A9,0.0378654863263635,0.62732348277508,0.860941086049464,stable
CTDNEP1,0.0378106103347819,0.143315454067188,0.438197156211684,stable
NPC1,0.0378039808389632,0.765921168121763,0.924338074747796,stable
MED31,0.0378033686569926,0.684517394200835,0.888745685258737,stable
ABHD8,0.03772623052724,0.0370601344330217,0.208286475084716,stable
NUP93,0.0375920836248016,0.0971147174419152,0.358833164653354,stable
SGCB,0.0374964063129638,0.797729738376401,0.936763736469375,stable
SAT2,0.0374587653271931,0.856675848088879,0.958097490122457,stable
B3GALTL,0.0372915342345058,0.0169635419635951,0.128080504609627,stable
CREG1,0.0372867669361243,0.824266644898481,0.947155054261989,stable
RNF113A,0.0370992966395628,0.450401804592825,0.7545813870267,stable
PIGQ,0.0370979168337781,0.333030587229833,0.658199821875098,stable
ABO,0.0370555707892832,0.846656358549996,0.95420556341436,stable
ST6GALNAC2,0.0370303118745394,0.661089780779656,0.877909992422652,stable
PLEKHO1,0.0369265260961849,0.792722087710923,0.934088567589968,stable
ZMAT3,0.0368938462434223,0.426925724705516,0.736797975264751,stable
CPSF3L,0.0368720425659103,0.478198752708159,0.775641372468271,stable
EPCIP-AS1,0.036871623413049,0.0104063913587321,0.0927170028929602,stable
ZNRF2,0.0368329190853901,0.457160378696079,0.760627258633574,stable
CASK,0.0367776244418067,0.676761462343059,0.884899283282465,stable
C12orf60,0.0367544564896202,0.041246736967463,0.223097394995694,stable
BPIFB1,0.0367183649445432,0.218202565198143,0.538632503429342,stable
SIGMAR1,0.0366837759468936,0.676623711372413,0.884899283282465,stable
ARV1,0.0366775490958231,0.0795596799772959,0.323272092631689,stable
RRAGC-DT,0.0365927147282709,0.160281888516144,0.464486515692959,stable
CCDC85B,0.0365456148786595,0.348586715890183,0.673079856988073,stable
TMEM199,0.0365349352391099,0.573474271191764,0.833547160160415,stable
FYTTD1,0.0364865497468226,0.774423066212249,0.927777150960768,stable
TAF6,0.0364666201096844,0.739055064487926,0.914248806874138,stable
HEXB,0.0364034936348944,0.671227484214736,0.882185423519101,stable
RNASEL,0.0363985967151892,0.516144105009028,0.799663566493075,stable
GCDH,0.0363593116749847,0.429120354560842,0.737876946708642,stable
DTD2,0.0363241608106731,0.536957574268111,0.813685566102635,stable
SHARPIN,0.036269811876226,0.134079025833057,0.424826856346109,stable
WDR77,0.0362490755598583,0.505322716719205,0.792545881435423,stable
SS18L2,0.0362235334613096,0.728149661132194,0.909926544436715,stable
REXO4,0.0361215195649362,0.110407564510548,0.385166115461455,stable
SUPT5H,0.0361070517109956,0.398286013024989,0.713613892416174,stable
GPI,0.0360805816998423,0.6926322991859,0.892755406289541,stable
CAMKK2,0.0360719192909505,0.630841843385943,0.862725441947633,stable
PKN3,0.0359525229293901,0.0672917341621051,0.293566794574437,stable
IFI35,0.0359275233024684,0.089189594597987,0.342739493788658,stable
TMEM184B,0.0359199167634879,0.562884825514644,0.828197582605983,stable
EPRS1,0.0359034430161462,0.905781166703295,0.974578437905882,stable
SNAPIN,0.0358009476626423,0.607539842724331,0.851963638575452,stable
GRB2,0.0357833041965239,0.471841767254126,0.771485428606115,stable
ATRN,0.0357616456955123,0.601173652739763,0.847704087102418,stable
AKTIP,0.0356524424589713,0.784334584464481,0.931137838779753,stable
VCF2,0.0356419647382833,0.312062476709605,0.640364565267453,stable
FAM95B1,0.0356340756975848,0.0918910580909389,0.34802464411165,stable
SEPHS2,0.0356162534405516,0.543719775332473,0.818739059764005,stable
FTSJ1,0.0356151208786546,0.403734330525663,0.718585972094598,stable
VPS33B,0.0356143682013798,0.156767661130497,0.459330750158004,stable
MCUR1,0.0356140856791719,0.465340985305796,0.766932298232769,stable
SNX8,0.0356024107711729,0.400345163074115,0.715994041465689,stable
ENTPD3-AS1,0.0355819548254062,0.546226381733873,0.819876140755754,stable
LYSMD2,0.0355754929650891,0.59121271851168,0.841658493996066,stable
MRGBP,0.0355369476502286,0.291805006608615,0.618865081532303,stable
SMUG1,0.03548347472747,0.659047289321744,0.876576054610992,stable
IFI27L2,0.03544876926942,0.194534681487373,0.51084681987146,stable
CNDP2,0.0354042669777496,0.199620479057766,0.517005594526776,stable
ZNF830,0.035353675351766,0.332648943062951,0.657977456310925,stable
ACTR6,0.0353229397114506,0.682806177286896,0.887655292050942,stable
FAHD2A,0.0353178814748381,0.138353857009797,0.431182803231018,stable
MECR,0.0353167735660202,0.536473985296729,0.813326353213334,stable
DEDD,0.0351840950324221,0.664415434531121,0.879523232818144,stable
GPKOW,0.0351722675812257,0.305900142254033,0.634021966736684,stable
AKAP1,0.035128445532608,0.600357121238475,0.847041256927415,stable
MAD1L1,0.0350688081824435,0.194441371493417,0.51084681987146,stable
CWC15,0.0350599478528494,0.686522218963934,0.888988383635464,stable
COMMD10,0.0350005433409931,0.440044541877908,0.745944769448016,stable
NSL1,0.0348827128312247,0.734792072917346,0.912858718967692,stable
MCPH1-DT,0.0348454845027731,0.0279584651108454,0.1750068607186,stable
MTHFS,0.0348427486578815,0.0636459471304621,0.283633998440674,stable
PRSS16,0.0348323897210242,0.706770787521077,0.899989909343168,stable
ERCC2,0.0346945358286189,0.448100100619174,0.752104301794423,stable
CAPN1-AS1,0.0346215742166229,0.245883675891799,0.571205255435452,stable
ZC3H4,0.0345928582693425,0.484695896634642,0.780903799652374,stable
PPP1R9B,0.0345821362215613,0.230111910230677,0.552521703134903,stable
SPAST,0.0345783690550518,0.567358942238136,0.830884834062415,stable
NDFIP2,0.0345751346791992,0.828987810098786,0.948797103456068,stable
DGCR14,0.0345712969916626,0.552937965026007,0.823679464352658,stable
DCP1B,0.0345683304601687,0.370522154358881,0.690963053376501,stable
PAK2,0.0345489055654642,0.0636816075282321,0.283689493595157,stable
RAB34,0.0345412769014686,0.753318679534936,0.919877892992509,stable
UBAC1,0.0345245219249002,0.73315748879975,0.912779732253869,stable
CCNC,0.0345197439084493,0.788828479119476,0.932826370505252,stable
UMPS,0.034480874891715,0.539303823938189,0.815926449649234,stable
ADSL,0.0344776379251553,0.644580923327553,0.86853496786417,stable
MED30,0.0344141650788604,0.726514079433319,0.909783310149347,stable
TAF9B,0.0343741836153322,0.3779020254258,0.697296777817936,stable
CLPX,0.0343625025623001,0.761682111140371,0.923361850736241,stable
NANOS1,0.034351271787071,0.285644383961033,0.613121808913475,stable
GLRX,0.0343273054927424,0.779010469776361,0.929287615298145,stable
TMEM53,0.0343229895610387,0.440670178426284,0.746023472390258,stable
DYNLL1-AS1,0.0342964177242831,0.342308530859329,0.667491435381477,stable
MED19,0.0342632308048191,0.604192102308423,0.849886240741976,stable
SLC27A6,0.0341257686297094,0.228760499463803,0.551117135483943,stable
TXNDC12,0.0340674986529193,0.825436287063185,0.947543121469373,stable
LRRC41,0.0340334692788461,0.843102263007538,0.95267905925348,stable
LACC1,0.0340013514030474,0.0128176078488275,0.106225381928182,stable
SSH2,0.0339799735175301,0.0107469571285827,0.0942401749926793,stable
MSRB3,0.0339577349031196,0.45905446261362,0.762133896226096,stable
MYOM2,0.033949160883005,0.101751761172491,0.369303304207996,stable
XKR4,0.033878541896137,0.10383763015195,0.374428079934346,stable
FAM174A,0.0338276080264801,0.674049559525651,0.884050558639599,stable
KIAA1161,0.0337984913435254,0.57674248104949,0.834883766314422,stable
SAYSD1,0.0337359880788915,0.652881628868166,0.872698199156311,stable
SYT8,0.0337062718311413,0.765091659238073,0.92419819740977,stable
LRP1,0.0337009383344281,0.516520724767972,0.800145651953325,stable
CILK1,0.0336877570890907,0.686896762946344,0.889096360679384,stable
DMXL2,0.0336650289984487,0.24433956213048,0.569978670710745,stable
ZNF518B,0.0336491050725354,0.4789028407339,0.775910677832854,stable
HK2,0.0335329996617559,0.00552503708656337,0.0605179689481637,stable
CAPRIN1,0.0335292397770761,0.420272848173814,0.731838293276073,stable
ERAL1,0.0335157713894537,0.0854481390266167,0.336074019131713,stable
NUP43,0.0335098420615449,0.00248987772039673,0.033705720104241,stable
DHCR24,0.0335014579880526,0.853703346987624,0.956731194658628,stable
MFSD7,0.0334908671407149,0.110980017287157,0.385896180873574,stable
SETD3,0.0334819994196383,0.659779803568941,0.877063327159892,stable
DHCR7,0.0334136158719505,0.782598108027622,0.930048539036521,stable
TRIM5,0.0334064918181565,0.14975455682015,0.448514244614054,stable
MED16,0.0333891777599384,0.699732328423224,0.89603268202865,stable
AGFG2,0.0333871207707538,0.415455347903492,0.727895395266202,stable
SCRN1,0.033329136588163,0.210412654187515,0.529780491202509,stable
VILL,0.0332346486209291,0.222469672946719,0.542884190259513,stable
SLC39A3,0.0331962976876468,0.745079147650592,0.916619010041884,stable
CDC42BPG,0.0331892042169984,0.674882205043469,0.88450306362725,stable
HEBP2,0.0331442872055716,0.866529155991362,0.961638892677114,stable
ARMCX3,0.033084968921681,0.126199537357857,0.412146178109122,stable
SMC2,0.0330726650072107,0.488385174147485,0.783289801288813,stable
TMEM52,0.0330722525597655,0.0384919848907512,0.213875465138429,stable
GGPS1,0.0330230181166052,0.166424987858383,0.473356294524029,stable
UBA6-DT,0.0329852230294191,0.445843156430568,0.749963773800366,stable
THADA,0.0329811177605071,0.685922964294278,0.888988383635464,stable
PRCC,0.0329596454946819,0.793970555872345,0.935002411843595,stable
BPHL,0.0329300789760227,0.565988262557866,0.829672685154977,stable
SERINC3,0.0328895700146525,0.761139168228033,0.92330705491907,stable
TIFA,0.0328620569416174,0.582674896148247,0.838239846297068,stable
LST1,0.0328551351726467,0.105592885109647,0.377469377753061,stable
INSIG2,0.0328243688579503,0.86400677357821,0.960496435087308,stable
KIAA2013,0.0327711360151252,0.727845546198314,0.909850280842106,stable
AATF,0.0327526375876287,0.425718654283607,0.736169872678287,stable
SORBS3,0.0327473206599804,0.894115189890606,0.971559378752686,stable
N4BP2L1,0.0327145408980128,0.295736954433187,0.62377659860885,stable
MAZ,0.0327036565609987,0.658865422545778,0.876576054610992,stable
HMGN5,0.0326865705433989,0.460454621724881,0.762711165313481,stable
IGFBP6,0.032664604770415,0.0405541977110695,0.220424416549628,stable
RMDN2,0.0326511021855293,0.380951185501728,0.700052208594877,stable
HCCS,0.0326469553043895,0.318419271035278,0.646063031586378,stable
RAP1GDS1,0.0326351320941097,0.779576442952625,0.929287615298145,stable
ABCB6,0.0325952786907239,0.339486451433197,0.664451863437092,stable
ZNF324,0.0325807674723284,0.0938704482912982,0.352417800956029,stable
TTLL1,0.0325781161289997,0.00178512128356083,0.0264983711332672,stable
C11orf98,0.0325476430798532,0.609439711225347,0.852705240918428,stable
FASN,0.0325428076892602,0.84977775688488,0.955668180397427,stable
SLC15A3,0.0325414140198871,0.594029116125884,0.842762028341987,stable
GATSL3,0.0325084364095581,0.0875940517882435,0.339597110389942,stable
RBM15B,0.0324899928872414,0.773607937883456,0.927661706169057,stable
CNFN,0.0324813385027466,0.234550871661185,0.55770275339162,stable
CPOX,0.0324091941976306,0.498157404836408,0.788792243098479,stable
FUNDC1,0.0323985325877102,0.734068106458099,0.912858718967692,stable
RIMS3,0.0323866864439284,0.278184239575954,0.605909050861316,stable
ZFTRAF1,0.0323701120492094,0.700271496107038,0.896159837564116,stable
LAS1L,0.0323565507111323,0.204849433825203,0.522515235489237,stable
KDM1A,0.0323293034709513,0.683273157901452,0.888073480296369,stable
CDC42EP3,0.032301437310362,0.529625066982479,0.810113208646464,stable
C10orf67,0.0322788303135982,0.355449298359681,0.678316366464933,stable
SPATA13,0.0322403494384615,0.569532904635488,0.832042727006017,stable
KIF9,0.0322368192942674,0.618878211690616,0.858020557979595,stable
TNFRSF14-AS1,0.0322299650333688,0.0468146755208152,0.237354870828057,stable
POLR2J2,0.0321883839553055,0.273982456694812,0.601934139223109,stable
EXOSC9,0.0321601443539123,0.763769911690509,0.923979755628972,stable
LUM,0.0321357220217647,0.0318161114259031,0.18907153430736,stable
