primerid,logFC,pvalue,padj,regulation
ZNF563,,0.0215219886309028,0.150506172210615,stable
ZNF567-DT,,0.0239468452849068,0.159523834748066,stable
ZNF584-DT,,0.162244759819643,0.466983740060118,stable
ZNF670-1,,0.0725162284758744,0.306726081968543,stable
ZNF671,,0.0175614819326844,0.130656965297442,stable
ZNF678,,0.0019399196606335,0.0280634058361939,stable
ZNF684,,0.03391524375902,0.197207410719827,stable
ZNF699,,0.000643962291336965,0.0122042757039246,stable
ZNF70,,0.109181966978339,0.383093486567914,stable
ZNF750,,0.121205016655358,0.404805631475767,stable
ZNF761,,0.00618508922795195,0.0651219041537335,stable
ZNF764,,0.13000159516772,0.41841482341501,stable
ZNF774,,0.227956375962416,0.550047125891151,stable
ZNF790,,0.0334154191781996,0.195186896623163,stable
ZNF792,,0.103606180499537,0.374155419994541,stable
ZNF799,,0.0100590071573532,0.0912175841924962,stable
ZNF829,,0.119448575721097,0.401799501820223,stable
ZNNT1,,0.0169335582345832,0.12793313711962,stable
ZSCAN22,,0.298286187101299,0.625643505683987,stable
ZSCAN23,,0.0103900214089512,0.0927062932138826,stable
ZSCAN32,,0.00609584449393662,0.0645181247127653,stable
ZSWIM3,,0.0465676974950975,0.236917203272896,stable
S100A4,1.47120185601767,4.16214552468978e-26,2.42276509018133e-23,up
S100A6,1.20499332651774,2.01689636255921e-101,2.46545411359237e-97,up
