leiden,gene,mean_expr,pct_expr
16,MUC5AC,0.47215307,65.86257
16,MUC5B,-0.29261953,0.58479536
16,MUC2,0.21420053,19.517544
16,BPIFB1,0.060159802,54.459064
16,PIGR,0.35389546,74.853806
16,AGR2,0.27678767,67.39766
16,CLCA1,-0.022040237,0.18274854
16,TFF3,0.4845442,55.372803
16,SCGB1A1,-0.5179805,14.839181
16,SCGB3A1,-0.56049275,11.988304
16,SCGB3A2,-0.010918928,0.0
16,SLPI,0.53468996,85.01462
16,WFDC2,0.10128938,58.26023
16,MSMB,0.26758796,67.909355
16,VMO1,0.0180299,56.834793
16,LCN2,0.33518773,70.28509
16,SAA1,-0.024471974,24.817253
16,SAA2,-0.059392676,15.314327
16,IL8,-0.18098989,0.03654971
16,CXCL1,0.12520418,27.850878
16,CXCL2,-0.15420993,2.2295322
16,DUOX2,-0.15404713,21.271929
16,DUOXA2,-0.17017242,9.649122
16,S100A8,-0.27468017,13.852339
16,S100A9,-0.49403888,19.773392
16,IFI27,-0.07388876,55.409355
16,IFITM3,-0.4658015,37.9386
16,FOS,-0.8099599,3.252924
16,JUN,-0.72921026,12.682748
16,ATF3,-0.3407599,3.874269
16,DUSP1,-0.62922186,12.53655
16,IER2,-0.6177689,21.162281
16,HSPA1A,0.05736205,41.30117
16,CD74,-0.41752794,35.672516
16,HLA-DRA,-0.47407985,31.725147
16,HLA-DRB1,-0.45369372,23.355263
16,HLA-DPA1,-0.37964457,5.738304
16,MMP7,-0.15328498,0.9502924
16,PIP,-0.11820479,3.4722223
16,TCN1,0.10625395,28.216373
16,CLU,-0.57005006,24.086258
16,MALAT1,-1.3542767,0.9502924
16,XIST,0.67572767,62.134506
16,HBB,-0.25550133,0.58479536
16,HBA2,-0.14763433,0.4751462
17,MUC5AC,0.10689003,44.84725
17,MUC5B,0.81242055,46.680244
17,MUC2,-0.3227598,0.0
17,BPIFB1,0.84732705,89.61303
17,PIGR,0.0028257743,54.704685
17,AGR2,1.0391929,99.47047
17,CLCA1,-0.0403889,0.0
17,TFF3,0.33570963,52.74949
17,SCGB1A1,1.8798018,97.148674
17,SCGB3A1,1.888158,99.2668
17,SCGB3A2,-0.010918928,0.0
17,SLPI,1.1334835,98.45214
17,WFDC2,0.84011424,97.47454
17,MSMB,1.0935509,87.78004
17,VMO1,0.7564239,92.74949
17,LCN2,-0.29952914,30.549898
17,SAA1,-0.50184584,2.6476579
17,SAA2,-0.4130234,1.0183299
17,IL8,-0.1826184,0.0
17,CXCL1,0.3445066,43.340122
17,CXCL2,0.25090495,14.460285
17,DUOX2,-0.5694102,1.5478615
17,DUOXA2,-0.41245413,0.203666
17,S100A8,-0.50623435,0.48879838
17,S100A9,-0.63986087,6.1099796
17,IFI27,-0.68853116,18.818737
17,IFITM3,-0.4242828,27.454176
17,FOS,1.6623194,99.348274
17,JUN,1.7002724,98.73727
17,ATF3,1.2893037,71.975555
17,DUSP1,1.5641774,97.881874
17,IER2,1.8668296,98.004074
17,HSPA1A,-0.12709536,47.576374
17,CD74,-0.950358,4.317719
17,HLA-DRA,-0.45522466,25.580448
17,HLA-DRB1,-0.62022394,12.99389
17,HLA-DPA1,-0.42405888,6.5987782
17,MMP7,0.16464259,11.934827
17,PIP,-0.22484815,0.8961303
17,TCN1,-0.034470312,30.957232
17,CLU,1.3077403,94.378815
17,MALAT1,0.94359416,99.91853
17,XIST,-0.5999785,1.9144602
17,HBB,-0.25068942,1.3034623
17,HBA2,-0.1521177,0.65173113
18,MUC5AC,0.12130512,57.70263
18,MUC5B,-0.16774608,7.7831454
18,MUC2,-0.12744693,15.0831995
18,BPIFB1,0.8702817,91.035965
18,PIGR,0.5964317,96.77939
18,AGR2,-0.31057468,28.287708
18,CLCA1,-0.0403889,0.0
18,TFF3,0.1096201,43.31723
18,SCGB1A1,-0.2329666,24.584003
18,SCGB3A1,1.1833915,82.179276
18,SCGB3A2,-0.010918928,0.0
18,SLPI,0.33605832,68.33065
18,WFDC2,0.6998298,96.242615
18,MSMB,-0.43252861,24.745035
18,VMO1,0.34191704,72.19538
18,LCN2,0.9384121,95.54482
18,SAA1,0.3345919,55.555557
18,SAA2,0.31564122,43.531937
18,IL8,-0.1826184,0.0
18,CXCL1,-0.022492418,31.88406
18,CXCL2,-0.1257422,5.904455
18,DUOX2,0.88554746,71.55126
18,DUOXA2,0.81505656,55.394524
18,S100A8,-0.2741027,18.625872
18,S100A9,-0.04188869,44.283413
18,IFI27,1.6016843,99.78529
18,IFITM3,1.83121,99.62427
18,FOS,-0.35895136,26.03328
18,JUN,-0.33462197,30.434782
18,ATF3,-0.31780717,11.325818
18,DUSP1,-0.19984072,36.768654
18,IER2,-0.030511381,49.919487
18,HSPA1A,-0.213287,38.86205
18,CD74,1.2841477,99.838974
18,HLA-DRA,0.73740005,88.19109
18,HLA-DRB1,1.2515323,95.86688
18,HLA-DPA1,1.2421497,82.8234
18,MMP7,-0.033635125,6.2265167
18,PIP,-0.044927172,9.930221
18,TCN1,-0.3939042,12.936124
18,CLU,0.30758783,61.67472
18,MALAT1,-1.3738408,0.107353725
18,XIST,-0.63538355,0.26838434
18,HBB,-0.26718858,0.107353725
18,HBA2,-0.15871185,0.26838434
19,MUC5AC,-0.07319232,43.438915
19,MUC5B,2.4344332,72.139626
19,MUC2,-0.3200403,0.12928249
19,BPIFB1,1.0189124,81.38332
19,PIGR,0.11642981,66.83904
19,AGR2,0.32666838,64.89981
19,CLCA1,-0.0403889,0.0
19,TFF3,1.63063,86.48998
19,SCGB1A1,1.5069299,81.25404
19,SCGB3A1,2.2138925,93.859085
19,SCGB3A2,0.15153569,1.6806724
19,SLPI,0.5464924,82.87007
19,WFDC2,-0.24628125,53.652233
19,MSMB,1.1706281,83.193275
19,VMO1,-0.42894626,36.78087
19,LCN2,0.20946488,65.74014
19,SAA1,0.23273137,36.78087
19,SAA2,0.27191538,29.799614
19,IL8,2.6423793,56.62573
19,CXCL1,1.373539,71.81642
19,CXCL2,1.0859109,33.484165
19,DUOX2,-0.5599633,1.8745961
19,DUOXA2,-0.40743276,0.64641243
19,S100A8,-0.40007272,8.468003
19,S100A9,-0.30333862,26.438269
19,IFI27,-0.6148243,27.08468
19,IFITM3,-0.5049493,24.305107
19,FOS,0.30427006,59.987076
19,JUN,0.40319726,60.504204
19,ATF3,0.6733508,47.705235
19,DUSP1,0.35962594,58.3064
19,IER2,0.100952275,54.363285
19,HSPA1A,0.041125443,38.073692
19,CD74,0.013946384,56.62573
19,HLA-DRA,0.48937887,67.420815
19,HLA-DRB1,0.32777715,61.150616
19,HLA-DPA1,0.63953334,54.815777
19,MMP7,0.1008502,9.825469
19,PIP,0.12175181,10.471881
19,TCN1,0.0656952,28.765354
19,CLU,0.24178445,62.3788
19,MALAT1,0.7213712,92.50162
19,XIST,-0.4832308,9.502263
19,HBB,0.034536798,16.742083
19,HBA2,0.07763769,8.597285
20,MUC5AC,-0.7814632,7.455197
20,MUC5B,0.38262677,25.01792
20,MUC2,-0.30864754,1.2186381
20,BPIFB1,0.2650631,61.50538
20,PIGR,0.45203272,80.71685
20,AGR2,-0.28341118,37.992832
20,CLCA1,-0.036305446,0.071684584
20,TFF3,-0.36841142,16.774195
20,SCGB1A1,-0.34756818,24.301075
20,SCGB3A1,1.9888648,95.197136
20,SCGB3A2,-0.00041041907,0.14336917
20,SLPI,1.3845077,96.84588
20,WFDC2,0.81708723,91.1828
20,MSMB,-0.11233434,40.28674
20,VMO1,0.21841022,62.7957
20,LCN2,0.97037417,90.96774
20,SAA1,0.8898955,59.928314
20,SAA2,0.9160017,50.10753
20,IL8,-0.010191368,5.6630826
20,CXCL1,-0.33815804,10.32258
20,CXCL2,0.025411945,7.6702504
20,DUOX2,-0.17168272,26.164875
20,DUOXA2,-0.23061249,10.609319
20,S100A8,-0.018453185,25.16129
20,S100A9,0.4618596,55.985664
20,IFI27,-0.5292982,34.05018
20,IFITM3,0.2426953,66.236565
20,FOS,-0.15442845,35.985664
20,JUN,-0.112784915,38.56631
20,ATF3,-0.13578166,15.053764
20,DUSP1,-0.22283132,30.17921
20,IER2,-0.1378581,38.853046
20,HSPA1A,0.16972093,43.870968
20,CD74,0.07079947,60.931896
20,HLA-DRA,0.1960883,60.071682
20,HLA-DRB1,0.3558102,62.580647
20,HLA-DPA1,0.102465294,31.39785
20,MMP7,1.837899,37.706093
20,PIP,2.7733526,64.44444
20,TCN1,1.2117575,60.860218
20,CLU,2.1424398,97.06093
20,MALAT1,0.33341,74.76702
20,XIST,0.37897983,54.83871
20,HBB,-0.15990879,5.519713
20,HBA2,-0.022683993,3.799283
21,MUC5AC,-0.60863674,14.497816
21,MUC5B,1.3235908,75.021835
21,MUC2,-0.29616213,1.39738
21,BPIFB1,1.0448388,91.44105
21,PIGR,-0.46932873,19.126637
21,AGR2,-0.21346012,37.379913
21,CLCA1,-0.034775686,0.08733625
21,TFF3,0.82871085,71.79039
21,SCGB1A1,2.1281712,97.55458
21,SCGB3A1,0.9505674,77.90393
21,SCGB3A2,-0.0021757672,0.08733625
21,SLPI,0.73589694,85.15284
21,WFDC2,-1.1555282,1.8340611
21,MSMB,-0.7345775,8.995633
21,VMO1,-0.08587176,48.995632
21,LCN2,-0.49098796,19.475983
21,SAA1,-0.36891073,9.170305
21,SAA2,-0.33576494,6.2882094
21,IL8,-0.1826184,0.0
21,CXCL1,0.045880213,33.44978
21,CXCL2,0.088332154,16.768559
21,DUOX2,-0.56085193,1.4847162
21,DUOXA2,-0.41396162,0.26200873
21,S100A8,-0.49927446,0.7860262
21,S100A9,-0.49620393,13.275109
21,IFI27,-0.8917742,11.965065
21,IFITM3,-0.606369,13.100436
21,FOS,0.6045016,81.83406
21,JUN,0.7894194,81.659386
21,ATF3,0.06555295,43.93013
21,DUSP1,0.66282403,80.174675
21,IER2,0.4975814,74.32314
21,HSPA1A,0.076094136,54.323143
21,CD74,-1.022353,2.0087337
21,HLA-DRA,-0.35106114,25.58952
21,HLA-DRB1,-0.38842553,20.349344
21,HLA-DPA1,-0.3711112,12.751092
21,MMP7,0.38896498,25.414848
21,PIP,-0.10066901,6.4628825
21,TCN1,-0.51167786,1.746725
21,CLU,0.6771554,87.24891
21,MALAT1,0.5714871,99.03931
21,XIST,0.0475135,39.912666
21,HBB,-0.19109719,5.8515286
21,HBA2,-0.14223127,1.1353712
