"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","focal_group"
"GO:0008380","RNA splicing","51/428","399/10170",0.12781954887218,3.03720750474317,8.70140041414175,6.9020961624308e-13,2.48889587617255e-09,2.41573365685078e-09,"PNN/MBNL1/SRSF4/ZNF326/SRRM2/SCAF11/CDK12/CDK13/ILF3/ZRANB2/FUS/CLK1/CLK2/ARGLU1/SLC38A2/ZNF638/PPIL2/DDX5/RNPC3/RBM6/RBM5/DDX39B/RBM25/SRSF11/THOC2/DDX17/LUC7L3/SFPQ/SRSF10/HNRNPH1/PRPF38B/QKI/SON/KAT2A/LUC7L/PAXBP1/CELF2/CELF1/SFSWAP/CCNL1/SUGP2/SF3B1/SNRNP70/RBM39/CCNL2/TIA1/SREK1/KHDRBS2/THOC1/CENATAC/PRP4K",51,"6"
"GO:0043484","regulation of RNA splicing","27/428","157/10170",0.171974522292994,4.08640395261623,8.168784331347,3.34433499259905e-10,6.02983599165609e-07,5.85258623704834e-07,"MBNL1/SRSF4/ZNF326/FUS/CLK1/CLK2/ARGLU1/SLC38A2/ZNF638/DDX5/RBM5/RBM25/DDX17/SRSF10/HNRNPH1/QKI/SON/KAT2A/CELF2/CELF1/SFSWAP/CCNL1/SNRNP70/RBM39/CCNL2/TIA1/KHDRBS2",27,"6"
"GO:0006397","mRNA processing","46/428","427/10170",0.107728337236534,2.55980651798026,6.90200488912171,3.26504169643419e-09,3.9245801191139e-06,3.80921531250656e-06,"PNN/MBNL1/SRSF4/ZNF326/SRRM2/ZFP36L1/SCAF11/CDK12/CDK13/ILF3/ZRANB2/CPSF6/ARGLU1/PPIL2/DDX5/RNPC3/RBM6/RBM5/DDX39B/RBM25/SRSF11/THOC2/DDX17/LUC7L3/SFPQ/SRSF10/HNRNPH1/PRPF38B/QKI/SON/LUC7L/PAXBP1/CELF2/CELF1/SFSWAP/SUGP2/SF3B1/SNRNP70/RBM39/TIA1/HDAC7/SREK1/KHDRBS2/THOC1/CENATAC/PRP4K",46,"6"
"GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","32/428","267/10170",0.119850187265918,2.84784206657566,6.4131889620449,7.93854774886818e-08,5.72528063648373e-05,5.55698342420773e-05,"PNN/SRSF4/SRRM2/SCAF11/CDK13/ILF3/ARGLU1/DDX5/RNPC3/RBM6/RBM5/DDX39B/RBM25/DDX17/LUC7L3/SFPQ/SRSF10/HNRNPH1/QKI/SON/LUC7L/PAXBP1/CELF2/CELF1/SFSWAP/SF3B1/SNRNP70/RBM39/TIA1/KHDRBS2/CENATAC/PRP4K",32,"6"
"GO:0000398","mRNA splicing, via spliceosome","32/428","267/10170",0.119850187265918,2.84784206657566,6.4131889620449,7.93854774886818e-08,5.72528063648373e-05,5.55698342420773e-05,"PNN/SRSF4/SRRM2/SCAF11/CDK13/ILF3/ARGLU1/DDX5/RNPC3/RBM6/RBM5/DDX39B/RBM25/DDX17/LUC7L3/SFPQ/SRSF10/HNRNPH1/QKI/SON/LUC7L/PAXBP1/CELF2/CELF1/SFSWAP/SF3B1/SNRNP70/RBM39/TIA1/KHDRBS2/CENATAC/PRP4K",32,"6"
"GO:0000375","RNA splicing, via transesterification reactions","32/428","271/10170",0.118081180811808,2.80580749732731,6.31534936409707,1.12591825233022e-07,6.76676869650465e-05,6.56785647192631e-05,"PNN/SRSF4/SRRM2/SCAF11/CDK13/ILF3/ARGLU1/DDX5/RNPC3/RBM6/RBM5/DDX39B/RBM25/DDX17/LUC7L3/SFPQ/SRSF10/HNRNPH1/QKI/SON/LUC7L/PAXBP1/CELF2/CELF1/SFSWAP/SF3B1/SNRNP70/RBM39/TIA1/KHDRBS2/CENATAC/PRP4K",32,"6"
"GO:0050684","regulation of mRNA processing","18/428","109/10170",0.165137614678899,3.92394752636543,6.43278734095046,5.83472426082188e-07,0.000300571652636053,0.000291736213041094,"SRSF4/ZFP36L1/ARGLU1/DDX5/RBM5/RBM25/DDX17/SRSF10/QKI/SON/CELF2/CELF1/SFSWAP/SNRNP70/RBM39/TIA1/HDAC7/KHDRBS2",18,"6"
"GO:0048024","regulation of mRNA splicing, via spliceosome","16/428","89/10170",0.179775280898876,4.27176309986349,6.49773494206063,7.6367294444638e-07,0.000344225579709206,0.000334106913195291,"SRSF4/ARGLU1/DDX5/RBM5/RBM25/DDX17/SRSF10/QKI/SON/CELF2/CELF1/SFSWAP/SNRNP70/RBM39/TIA1/KHDRBS2",16,"6"
"GO:1903311","regulation of mRNA metabolic process","27/428","240/10170",0.1125,2.67318925233645,5.49810473272116,2.90723031315051e-06,0.00105053844612668,0.00101965739363377,"SRSF4/ZFP36L1/SAMD4A/SAMD4B/RC3H1/FUS/ARGLU1/DDX5/RBM5/DCP2/RBM25/DDX17/LARP4B/SRSF10/QKI/SON/CELF2/CELF1/SFSWAP/SECISBP2/SNRNP70/RBM39/TIA1/HDAC7/SCGB1A1/TNRC6A/KHDRBS2",27,"6"
"GO:0034330","cell junction organization","43/428","487/10170",0.0882956878850103,2.09805407894989,5.20499347958368,2.91330683895362e-06,0.00105053844612668,0.00101965739363377,"COL4A1/EPB41L3/EPB41L5/ABI2/PKN2/AGRN/PEAK1/FARP1/OGT/KIFC3/PPFIBP1/DOCK4/MACF1/PTPN1/FLCN/DLG1/DST/LIN7A/NEDD4L/NF1/SRGAP2/NUMB/NEDD9/SETD5/VEGFA/MYO9A/CC2D1A/HDAC7/DOCK1/HOMER1/PLXNA2/ITGA3/LIMCH1/RAB17/COL4A5/LAMA3/LAMA5/WASF3/PHLDB2/FILIP1/PLXNA1/GABRE/APBB2",43,"6"
"GO:0000380","alternative mRNA splicing, via spliceosome","12/428","63/10170",0.19047619047619,4.5260347129506,5.88413557893878,1.00234099801105e-05,0.00328585603529804,0.00318926681185334,"CDK13/ARGLU1/DDX5/RBM5/RBM25/DDX17/SFPQ/CELF2/CELF1/SFSWAP/TIA1/KHDRBS2",12,"6"
"GO:0034329","cell junction assembly","29/428","292/10170",0.0993150684931507,2.3598930994751,4.94195322346038,1.47576362693363e-05,0.00443466969893555,0.00430431057855641,"EPB41L3/EPB41L5/ABI2/PKN2/AGRN/PEAK1/FARP1/OGT/DOCK4/MACF1/PTPN1/FLCN/DLG1/DST/LIN7A/SRGAP2/SETD5/VEGFA/MYO9A/CC2D1A/HDAC7/DOCK1/PLXNA2/LIMCH1/RAB17/LAMA3/PHLDB2/PLXNA1/GABRE",29,"6"
"GO:0000381","regulation of alternative mRNA splicing, via spliceosome","9/428","44/10170",0.204545454545455,4.86034409515718,5.37861352860909,7.25912655849735e-05,0.0201357002845703,0.0195438022728775,"ARGLU1/DDX5/RBM5/RBM25/DDX17/CELF2/CELF1/TIA1/KHDRBS2",9,"6"
"GO:0050808","synapse organization","28/428","309/10170",0.0906148867313916,2.15316214499592,4.31465507890464,0.000106408791759177,0.027407864505971,0.0266021979397944,"COL4A1/ABI2/AGRN/FARP1/OGT/PPFIBP1/DOCK4/PTPN1/DLG1/LIN7A/NEDD4L/NF1/SRGAP2/NEDD9/SETD5/CC2D1A/DOCK1/HOMER1/PLXNA2/ITGA3/RAB17/COL4A5/LAMA5/WASF3/FILIP1/PLXNA1/GABRE/APBB2",28,"6"
"GO:0022604","regulation of cell morphogenesis","19/428","175/10170",0.108571428571429,2.57983978638184,4.41852806151911,0.000139359886619429,0.0335021167433107,0.0325173068778668,"CUX1/LIMD1/EPB41L3/BRWD1/MACF1/DLG1/NEDD4L/ITSN2/ZMYM4/PRKDC/VEGFA/MYO9A/SPAG9/PHIP/FGD6/SYT17/WTIP/WASF3/SHROOM3",19,"6"
"GO:0010810","regulation of cell-substrate adhesion","17/428","148/10170",0.114864864864865,2.72938241980298,4.44203160119574,0.000156742043225739,0.0353257379920009,0.0342873219556304,"UTRN/GCNT2/EPB41L5/PEAK1/DOCK5/MACF1/PTPN1/NF1/UNC13D/EMP2/NEDD9/VEGFA/DOCK1/ITGA3/LIMCH1/PHLDB2/NPNT",17,"6"
"GO:0030048","actin filament-based movement","11/428","71/10170",0.154929577464789,3.68138738975912,4.75211012539509,0.000168591267362334,0.0357611829475633,0.0347099668098923,"AKAP9/EPB41L5/DLG1/NEDD4L/EMP2/QKI/SYNE2/MYO6/MYO19/LIMCH1/RNF207",11,"6"
"GO:0048812","neuron projection morphogenesis","31/428","371/10170",0.0835579514824798,1.98547749200191,4.05302918586625,0.000203496545158069,0.0407671412133331,0.0395687726696245,"PHACTR1/CUX1/EPB41L3/ABI2/RUFY3/FARP1/KIFC2/TRAK1/USP33/MACF1/MEF2A/TRIO/NEDD4L/SRGAP2/NUMB/ITSN2/VEGFA/MYO9A/CC2D1A/SPAG9/SYNE1/ULK1/VPS13A/COBL/EGFR/SYT17/SEMA3B/CELSR2/PLXNA1/APBB2/NKX2-1",31,"6"
"GO:0007264","small GTPase-mediated signal transduction","30/428","359/10170",0.0835654596100279,1.98565589774295,3.9852250992543,0.000256984015318077,0.0466739118161128,0.045301911080531,"CHML/CSNK1A1/ABI2/NISCH/TNS3/CYTH1/AKAP13/FARP1/ARHGEF12/OGT/DOCK4/DOCK5/RAF1/TRIO/FLCN/DENND3/NF1/SRGAP2/USP8/ARHGEF2/ARHGEF1/MYO9A/ABCA1/DOCK1/EPS8L2/SCAI/ITGA3/RALGPS1/RGL3/GARRE1",30,"6"
"GO:0016601","Rac protein signal transduction","8/428","41/10170",0.195121951219512,4.63642580351037,4.8901290373598,0.00025886806331732,0.0466739118161128,0.045301911080531,"ABI2/NISCH/TNS3/FARP1/OGT/DOCK5/NF1/GARRE1",8,"6"
"GO:0007492","endoderm development","9/428","53/10170",0.169811320754717,4.03500264503615,4.64310044849479,0.00032439846470084,0.0546025965572401,0.0529975285497339,"SMAD2/ZFP36L1/EPB41L5/BPTF/SETD2/TNRC6A/LAMA3/COL12A1/NKX2-1",9,"6"
"GO:0031047","regulatory ncRNA-mediated gene silencing","13/428","102/10170",0.127450980392157,3.02844969763606,4.31548558575323,0.000333127322312613,0.0546025965572401,0.0529975285497339,"SMAD2/LIMD1/AGO3/DDX5/MALAT1/DDX17/NEAT1/CELF1/ZC3H7A/STAT3/TNRC6A/WTIP/MIR23AHG",13,"6"
"GO:0120039","plasma membrane bounded cell projection morphogenesis","31/428","385/10170",0.0805194805194805,1.91327831047457,3.82904119699952,0.000389565625711089,0.060003291656839,0.0582394677756341,"PHACTR1/CUX1/EPB41L3/ABI2/RUFY3/FARP1/KIFC2/TRAK1/USP33/MACF1/MEF2A/TRIO/NEDD4L/SRGAP2/NUMB/ITSN2/VEGFA/MYO9A/CC2D1A/SPAG9/SYNE1/ULK1/VPS13A/COBL/EGFR/SYT17/SEMA3B/CELSR2/PLXNA1/APBB2/NKX2-1",31,"6"
"GO:0000245","spliceosomal complex assembly","10/428","66/10170",0.151515151515152,3.60025488530161,4.44199602467779,0.000399356350461491,0.060003291656839,0.0582394677756341,"SCAF11/RBM5/DDX39B/LUC7L3/SRSF10/LUC7L/CELF2/CELF1/SFSWAP/SF3B1",10,"6"
"GO:0048858","cell projection morphogenesis","31/428","388/10170",0.0798969072164948,1.89848492147606,3.78224599965911,0.00044510035749947,0.0642012755657236,0.0623140500499258,"PHACTR1/CUX1/EPB41L3/ABI2/RUFY3/FARP1/KIFC2/TRAK1/USP33/MACF1/MEF2A/TRIO/NEDD4L/SRGAP2/NUMB/ITSN2/VEGFA/MYO9A/CC2D1A/SPAG9/SYNE1/ULK1/VPS13A/COBL/EGFR/SYT17/SEMA3B/CELSR2/PLXNA1/APBB2/NKX2-1",31,"6"
"GO:0006376","mRNA splice site recognition","6/428","25/10170",0.24,5.70280373831776,4.93443893644249,0.00048002277607484,0.0665754665586874,0.0646184506254592,"LUC7L3/SRSF10/LUC7L/CELF2/CELF1/SFSWAP",6,"6"
"GO:0007528","neuromuscular junction development","7/428","35/10170",0.2,4.75233644859813,4.66080424835263,0.000537554399075653,0.0717933764098816,0.069682977657955,"COL4A1/AGRN/FARP1/PPFIBP1/LIN7A/NEDD4L/COL4A5",7,"6"
"GO:1903859","regulation of dendrite extension","4/428","11/10170",0.363636363636364,8.64061172472388,5.31417605931413,0.000806164420368468,0.10373626379138,0.100686889425909,"NEDD4L/ITSN2/SPAG9/SYT17",4,"6"
"GO:0035194","regulatory ncRNA-mediated post-transcriptional gene silencing","9/428","60/10170",0.15,3.5642523364486,4.17539678860849,0.000834262798100391,0.10373626379138,0.100686889425909,"LIMD1/AGO3/MALAT1/NEAT1/CELF1/STAT3/TNRC6A/WTIP/MIR23AHG",9,"6"
"GO:0051056","regulation of small GTPase mediated signal transduction","20/428","222/10170",0.0900900900900901,2.14069209396312,3.6017534097124,0.00108935936041734,0.130940995122164,0.127091925382023,"CSNK1A1/TNS3/CYTH1/AKAP13/ARHGEF12/OGT/RAF1/TRIO/FLCN/DENND3/NF1/SRGAP2/ARHGEF2/ARHGEF1/MYO9A/ABCA1/EPS8L2/SCAI/ITGA3/RALGPS1",20,"6"
"GO:0035023","regulation of Rho protein signal transduction","9/428","63/10170",0.142857142857143,3.39452603471295,3.99590956487191,0.00119503742871093,0.137522778348724,0.133480234115512,"CSNK1A1/AKAP13/RAF1/FLCN/ARHGEF2/ABCA1/EPS8L2/SCAI/ITGA3",9,"6"
"GO:0001764","neuron migration","12/428","103/10170",0.116504854368932,2.76835132928046,3.78071618790242,0.00125634433221494,0.137522778348724,0.133480234115512,"PHACTR1/ABI2/SRGAP2/NIPBL/VEGFA/ARHGEF2/STAT3/ITGA3/CELSR2/PLXNA1/APBB2/NKX2-1",12,"6"
"GO:0007416","synapse assembly","14/428","132/10170",0.106060606060606,2.52017841971113,3.6846384396652,0.00129586449803073,0.137522778348724,0.133480234115512,"AGRN/FARP1/OGT/DOCK4/PTPN1/LIN7A/SRGAP2/SETD5/CC2D1A/DOCK1/PLXNA2/RAB17/PLXNA1/GABRE",14,"6"
"GO:1901888","regulation of cell junction assembly","16/428","162/10170",0.0987654320987654,2.34683281412253,3.62188363824875,0.00129666513140783,0.137522778348724,0.133480234115512,"EPB41L5/AGRN/PEAK1/FARP1/OGT/DOCK4/MACF1/PTPN1/LIN7A/SETD5/VEGFA/CC2D1A/DOCK1/LIMCH1/RAB17/PHLDB2",16,"6"
"GO:0016441","post-transcriptional gene silencing","9/428","65/10170",0.138461538461538,3.29007907979871,3.88218247155883,0.0014988386430584,0.14658298369192,0.14227411062721,"LIMD1/AGO3/MALAT1/NEAT1/CELF1/STAT3/TNRC6A/WTIP/MIR23AHG",9,"6"
"GO:0071108","protein K48-linked deubiquitination","5/428","21/10170",0.238095238095238,5.65754339118825,4.47808029271982,0.00149965573556303,0.14658298369192,0.14227411062721,"USP33/USP34/USP8/OTUD4/OTUD7B",5,"6"
"GO:0010586","miRNA metabolic process","10/428","78/10170",0.128205128205128,3.04636951833213,3.80259159680284,0.00152047491653592,0.14658298369192,0.14227411062721,"RC3H1/DDX5/MALAT1/DDX17/QKI/NEAT1/VEGFA/STAT3/TEAD1/EGFR",10,"6"
"GO:0070252","actin-mediated cell contraction","8/428","53/10170",0.150943396226415,3.58666901780991,3.95721700484967,0.00154469034395257,0.14658298369192,0.14227411062721,"AKAP9/EPB41L5/DLG1/NEDD4L/EMP2/QKI/LIMCH1/RNF207",8,"6"
"GO:0031589","cell-substrate adhesion","20/428","231/10170",0.0865800865800866,2.05728850588664,3.40694483125201,0.00176452792638404,0.159155118063353,0.154476681425883,"UTRN/GCNT2/EPB41L5/PEAK1/DOCK5/MACF1/PTPN1/NF1/SRGAP2/UNC13D/EMP2/NEDD9/VEGFA/DOCK1/ITGB6/ITGA3/LIMCH1/LAMA5/PHLDB2/NPNT",20,"6"
"GO:0018193","peptidyl-amino acid modification","31/428","422/10170",0.0734597156398104,1.74552642069363,3.27867560855502,0.00176544778772438,0.159155118063353,0.154476681425883,"AKAP9/CSNK1A1/CDK10/IL6R/PRKAA1/NSD1/ABI2/LMTK2/MARK3/PARP14/ZNF451/SENP6/NCOA7/RAF1/ATP2B4/RICTOR/PTPN1/KAT2A/NEDD9/SMC5/PRKDC/SETD2/VEGFA/ARHGEF2/ULK1/TTLL7/HDAC7/PLCG2/EGFR/UHRF2/PKDCC",31,"6"
"GO:0048546","digestive tract morphogenesis","5/428","22/10170",0.227272727272727,5.40038232795242,4.33060395879583,0.00187451009186226,0.164329869624492,0.159499318825769,"SMAD2/EPB41L5/AHI1/NIPBL/EGFR",5,"6"
"GO:0001756","somitogenesis","6/428","32/10170",0.1875,4.45531542056075,4.10320759210073,0.00191399182590922,0.164329869624492,0.159499318825769,"EPB41L5/KAT2A/RBPJ/PRKDC/COBL/PLXNA2",6,"6"
"GO:0017148","negative regulation of translation","12/428","109/10170",0.110091743119266,2.61596501757695,3.55517984326119,0.0020526829764533,0.172138949141642,0.167078846920617,"LIMD1/ILF3/SAMD4A/SAMD4B/AGO3/PURA/QKI/CELF1/DAPK1/TIA1/TNRC6A/WTIP",12,"6"
"GO:0048311","mitochondrion distribution","4/428","14/10170",0.285714285714286,6.7890520694259,4.54304536082561,0.00221122121497607,0.181219629572812,0.175892596645824,"TRAK1/MEF2A/KAT2A/MYO19",4,"6"
"GO:0030155","regulation of cell adhesion","34/428","485/10170",0.0701030927835052,1.66576741497254,3.14905711622646,0.00234348586732143,0.187791334168024,0.182271123013889,"UTRN/GCNT2/IL6R/PRKAA1/EPB41L5/RC3H1/TNFRSF14/CD46/CYTH1/PEAK1/NFKBIZ/DOCK5/NFAT5/MACF1/PTPN1/DLG1/NF1/UNC13D/EMP2/RBPJ/NEDD9/VEGFA/SCGB1A1/DOCK1/LMO7/MAGI1/PAWR/ITGA3/LIMCH1/LAMA3/LAMA5/PHLDB2/CELSR2/NPNT",34,"6"
"GO:0007266","Rho protein signal transduction","11/428","97/10170",0.11340206185567,2.6946237595144,3.51493005193671,0.00246051230370274,0.192882768851132,0.187212892673035,"CSNK1A1/AKAP13/ARHGEF12/RAF1/FLCN/ARHGEF2/ARHGEF1/ABCA1/EPS8L2/SCAI/ITGA3",11,"6"
"GO:0010811","positive regulation of cell-substrate adhesion","10/428","85/10170",0.117647058823529,2.79549202858714,3.48411064515258,0.00291302496871673,0.218841000774845,0.212408070635595,"UTRN/EPB41L5/DOCK5/UNC13D/EMP2/NEDD9/VEGFA/DOCK1/ITGA3/NPNT",10,"6"
"GO:0072006","nephron development","10/428","85/10170",0.117647058823529,2.79549202858714,3.48411064515258,0.00291302496871673,0.218841000774845,0.212408070635595,"IL6R/CFLAR/AHI1/DLG1/VEGFA/COL4A4/ITGA3/COL4A3/LAMA5/NPNT",10,"6"
"GO:0051642","centrosome localization","5/428","25/10170",0.2,4.75233644859813,3.93715666331808,0.00340862300821701,0.236374895531357,0.229426548629991,"DYNC1LI2/AKAP9/DLG1/SYNE2/PLXNA2",5,"6"
"GO:0061842","microtubule organizing center localization","5/428","25/10170",0.2,4.75233644859813,3.93715666331808,0.00340862300821701,0.236374895531357,0.229426548629991,"DYNC1LI2/AKAP9/DLG1/SYNE2/PLXNA2",5,"6"
"GO:0140058","neuron projection arborization","5/428","25/10170",0.2,4.75233644859813,3.93715666331808,0.00340862300821701,0.236374895531357,0.229426548629991,"PHACTR1/MACF1/MYO9A/CC2D1A/VPS13A",5,"6"
"GO:2001222","regulation of neuron migration","5/428","25/10170",0.2,4.75233644859813,3.93715666331808,0.00340862300821701,0.236374895531357,0.229426548629991,"PHACTR1/SRGAP2/NIPBL/ARHGEF2/STAT3",5,"6"
"GO:0030036","actin cytoskeleton organization","34/428","498/10170",0.0682730923694779,1.62228352662988,2.98457005519733,0.0035778526998375,0.243428996898378,0.236273291498703,"PHACTR1/CDK10/EPB41L3/EPB41L5/ABI2/NISCH/RUFY3/AKAP13/FARP1/CFLAR/MEF2A/TTC17/RICTOR/PTPN1/DLG1/NF1/EMP2/DIAPH2/NEDD9/ARHGEF2/ARAP2/SPTBN1/FGD6/MYO6/COBL/NEBL/PAWR/MYO19/LIMCH1/WASF3/PLEKHH2/PHLDB2/SHROOM3/ARHGEF26",34,"6"
"GO:0051963","regulation of synapse assembly","10/428","89/10170",0.112359550561798,2.66985193741468,3.31633279996945,0.00407974588397531,0.271367605465711,0.263390632038267,"AGRN/FARP1/OGT/DOCK4/PTPN1/LIN7A/SETD5/CC2D1A/DOCK1/RAB17",10,"6"
"GO:0002090","regulation of receptor internalization","7/428","49/10170",0.142857142857143,3.39452603471295,3.52162279584537,0.00413899564631562,0.271367605465711,0.263390632038267,"AHI1/ATXN2/NUMB/VEGFA/SYNE1/PLCG2/SYT17",7,"6"
"GO:0035330","regulation of hippo signaling","6/428","38/10170",0.157894736842105,3.75184456468273,3.56209135064751,0.00471418788487913,0.30356002701561,0.294636742804946,"LIMD1/MARK3/STK3/WWC2/WTIP/PRP4K",6,"6"
"GO:0034067","protein localization to Golgi apparatus","5/428","27/10170",0.185185185185185,4.40031152647975,3.7081246315852,0.00483361008826795,0.305789438215688,0.29680061945505,"VPS13D/VPS13C/GCC2/GAK/VPS13A",5,"6"
"GO:0035195","miRNA-mediated post-transcriptional gene silencing","7/428","51/10170",0.137254901960784,3.26140736668499,3.3933764243155,0.00519138451479831,0.31744446870571,0.308113045055459,"LIMD1/AGO3/NEAT1/STAT3/TNRC6A/WTIP/MIR23AHG",7,"6"
"GO:0061061","muscle structure development","29/428","416/10170",0.0697115384615385,1.6564634255931,2.86551555251979,0.00519390561664917,0.31744446870571,0.308113045055459,"MBNL1/UTRN/CHD2/ZFP36L1/VPS13B/ALPK3/PRKAA1/AKAP13/CFLAR/DDX5/CCNT2/DOCK5/MEF2A/DDX17/NF1/QKI/KAT2A/RBPJ/LUC7L/PAXBP1/ATP11A/VEGFA/SPAG9/SYNE1/DOCK1/HOMER1/NEBL/LAMA5/NPNT",29,"6"
"GO:0021987","cerebral cortex development","9/428","78/10170",0.115384615384615,2.74173256649892,3.23651108067946,0.00529257317742389,0.318083647963176,0.308733435349727,"PHACTR1/TACC1/SLC38A2/NF1/SRGAP2/SYNE2/EGFR/EFHC1/NKX2-1",9,"6"
"GO:0071826","protein-RNA complex organization","15/428","171/10170",0.087719298245614,2.08435809149041,2.997294667842,0.00564207954709076,0.328138066546153,0.318492299753615,"SCAF11/AGO3/KLC1/RBM5/DDX39B/LUC7L3/SRSF10/MDN1/LUC7L/CELF2/CELF1/PRKDC/SFSWAP/SF3B1/PRP4K",15,"6"
"GO:0021795","cerebral cortex cell migration","5/428","28/10170",0.178571428571429,4.24315754339119,3.60182164896229,0.00568494904082943,0.328138066546153,0.318492299753615,"SRGAP2/SYNE2/EGFR/EFHC1/NKX2-1",5,"6"
"GO:0140694","membraneless organelle assembly","22/428","292/10170",0.0753424657534247,1.79026373063628,2.87187749721596,0.00589632293691355,0.328138066546153,0.318492299753615,"LIMD1/PRKAA1/RC3H1/FUS/AKAP13/SENP6/CFLAR/POGZ/STARD9/DOCK5/MEF2A/ATXN2/MDN1/ATXN2L/KAT2A/PRKDC/ZNF207/RNF213/PRRC2C/TIA1/TNRC6A/NEBL",22,"6"
"GO:0031646","positive regulation of nervous system process","4/428","18/10170",0.222222222222222,5.2803738317757,3.80959750721196,0.00591485699542428,0.328138066546153,0.318492299753615,"UNC13B/QKI/MYRF/WASF3",4,"6"
"GO:0035278","miRNA-mediated gene silencing by inhibition of translation","4/428","18/10170",0.222222222222222,5.2803738317757,3.80959750721196,0.00591485699542428,0.328138066546153,0.318492299753615,"LIMD1/AGO3/TNRC6A/WTIP",4,"6"
"GO:0010608","post-transcriptional regulation of gene expression","29/428","422/10170",0.0687203791469194,1.63291181290694,2.78341915959688,0.006320424928542,0.333386654032606,0.323586602638414,"GCNT2/ZFP36L1/LIMD1/EPB41L5/ILF3/SAMD4A/SAMD4B/RC3H1/FUS/AGO3/OGT/DCP2/PURA/MALAT1/LARP4B/ATXN2/QKI/NEAT1/CELF1/PRKDC/SECISBP2/DAPK1/ZC3H7A/STAT3/TIA1/SCGB1A1/TNRC6A/WTIP/MIR23AHG",29,"6"
"GO:0035282","segmentation","7/428","53/10170",0.132075471698113,3.13833539058367,3.27133356120455,0.00643291521356076,0.333386654032606,0.323586602638414,"EPB41L5/KAT2A/RBPJ/PRKDC/COBL/PLXNA2/LAMA5",7,"6"
"GO:0035329","hippo signaling","7/428","53/10170",0.132075471698113,3.13833539058367,3.27133356120455,0.00643291521356076,0.333386654032606,0.323586602638414,"LIMD1/MARK3/STK3/TEAD1/WWC2/WTIP/PRP4K",7,"6"
"GO:0001837","epithelial to mesenchymal transition","11/428","110/10170",0.1,2.37616822429907,3.04162608149825,0.00648623255168915,0.333386654032606,0.323586602638414,"GCNT2/SMAD2/EPB41L5/DDX5/DDX17/EMP2/QKI/RBPJ/VEGFA/PHLDB2/NKX2-1",11,"6"
"GO:0071560","cellular response to transforming growth factor beta stimulus","16/428","191/10170",0.0837696335078534,1.9905074130254,2.89646208588251,0.00672264342713113,0.333386654032606,0.323586602638414,"GCNT2/SMAD2/ZFP36L1/EPB41L5/ZNF451/CFLAR/NFKBIZ/OGT/KMT2A/FLCN/STAT3/ITGB6/ITGA3/ZFYVE9/NPNT/NKX2-1",16,"6"
"GO:0016579","protein deubiquitination","9/428","81/10170",0.111111111111111,2.64018691588785,3.10633819768075,0.00678112979236044,0.333386654032606,0.323586602638414,"USP40/USP33/USP34/USP48/USP8/OTUD4/USP24/USP54/OTUD7B",9,"6"
"GO:2000628","regulation of miRNA metabolic process","8/428","67/10170",0.119402985074627,2.83721579020784,3.16234566768559,0.00681979534514605,0.333386654032606,0.323586602638414,"RC3H1/MALAT1/QKI/NEAT1/VEGFA/STAT3/TEAD1/EGFR",8,"6"
"GO:0061053","somite development","6/428","41/10170",0.146341463414634,3.47731935263278,3.33140615420462,0.00690680536315729,0.333386654032606,0.323586602638414,"EPB41L5/KAT2A/RBPJ/PRKDC/COBL/PLXNA2",6,"6"
"GO:0021543","pallium development","11/428","111/10170",0.0990990990990991,2.35476130335943,3.00804143378879,0.00693619706204129,0.333386654032606,0.323586602638414,"PHACTR1/VPS13B/TACC1/SLC38A2/ATP2B4/NF1/SRGAP2/SYNE2/EGFR/EFHC1/NKX2-1",11,"6"
"GO:0048813","dendrite morphogenesis","10/428","96/10170",0.104166666666667,2.47517523364486,3.04379361250779,0.00698100960632414,0.333386654032606,0.323586602638414,"PHACTR1/CUX1/ABI2/FARP1/TRAK1/MEF2A/NEDD4L/CC2D1A/SYNE1/CELSR2",10,"6"
"GO:0010587","miRNA catabolic process","3/428","10/10170",0.3,7.1285046728972,4.06391497568139,0.00711890525804512,0.333386654032606,0.323586602638414,"MALAT1/QKI/NEAT1",3,"6"
"GO:1903861","positive regulation of dendrite extension","3/428","10/10170",0.3,7.1285046728972,4.06391497568139,0.00711890525804512,0.333386654032606,0.323586602638414,"NEDD4L/ITSN2/SYT17",3,"6"
"GO:0044057","regulation of system process","20/428","262/10170",0.0763358778625954,1.81386887351074,2.79736432136857,0.00734540504915836,0.339583725734167,0.32960150861608,"AKAP9/GLS/CRY2/DOCK4/DOCK5/ATP2B4/MEF2A/PTPN1/DLG1/UNC13B/EMP2/QKI/CELF2/CC2D1A/SYNE1/EGFR/MYRF/RNF207/WASF3/NPNT",20,"6"
"GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","8/428","68/10170",0.117647058823529,2.79549202858714,3.11366009797953,0.00745338010098001,0.340213780305492,0.330213042448481,"IL6R/PARP14/RICTOR/PTPN1/NEDD9/VEGFA/ARHGEF2/PLCG2",8,"6"
